module	path	ast_fanin	text_mentions	distributions	core_by_threshold	undercounted	in_core_paths
parrot.security.command_sanitizer	packages/ai-parrot/src/parrot/security/command_sanitizer.py	921	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.security.groundedness.evidence	packages/ai-parrot/src/parrot/security/groundedness/evidence.py	921	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.storage.overflow	packages/ai-parrot/src/parrot/storage/overflow.py	921	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.stores.kb.local	packages/ai-parrot/src/parrot/stores/kb/local.py	921	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.stores.kb.redis	packages/ai-parrot/src/parrot/stores/kb/redis.py	921	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.dataset_manager.sources.opaque	packages/ai-parrot/src/parrot/tools/dataset_manager/sources/opaque.py	921	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.dataset_manager.sources.resolver	packages/ai-parrot/src/parrot/tools/dataset_manager/sources/resolver.py	921	4	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.dataset_manager.spatial.contracts	packages/ai-parrot/src/parrot/tools/dataset_manager/spatial/contracts.py	921	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.tools.repl_worker.transport	packages/ai-parrot/src/parrot/tools/repl_worker/transport.py	921	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.bots.guardrails	packages/ai-parrot/src/parrot/bots/guardrails/__init__.py	920	6	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.bots.middleware	packages/ai-parrot/src/parrot/bots/middleware.py	920	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.bots.prompts.agents	packages/ai-parrot/src/parrot/bots/prompts/agents.py	920	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.bots.prompts.output_generation	packages/ai-parrot/src/parrot/bots/prompts/output_generation.py	920	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.bots.prompts.presets	packages/ai-parrot/src/parrot/bots/prompts/presets.py	920	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.human.actions.notify	packages/ai-parrot/src/parrot/human/actions/notify.py	920	2	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.human.actions.ticket	packages/ai-parrot/src/parrot/human/actions/ticket.py	920	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.human.escalation_intent	packages/ai-parrot/src/parrot/human/escalation_intent.py	920	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.human.events	packages/ai-parrot/src/parrot/human/events.py	920	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.interfaces.jira	packages/ai-parrot/src/parrot/interfaces/jira/__init__.py	920	5	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.interfaces.o365	packages/ai-parrot/src/parrot/interfaces/o365.py	920	5	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.mcp.oauth	packages/ai-parrot/src/parrot/mcp/oauth.py	920	13	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.compaction.policies	packages/ai-parrot/src/parrot/memory/compaction/policies.py	920	1	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
parrot.memory.episodic.backends.abstract	packages/ai-parrot/src/parrot/memory/episodic/backends/abstract.py	920	0	ai-parrot,ai-parrot-advisors,ai-parrot-client-amazon,ai-parrot-client-anthropic,ai-parrot-client-gemma4,ai-parrot-client-google,ai-parrot-client-grok,ai-parrot-client-groq,ai-parrot-client-hf,ai-parrot-client-local,ai-parrot-client-meta,ai-parrot-client-moonshot,ai-parrot-client-nvidia,ai-parrot-client-openai,ai-parrot-client-openrouter,ai-parrot-client-vllm,ai-parrot-client-zai,ai-parrot-embeddings,ai-parrot-integrations,ai-parrot-loaders,ai-parrot-pipelines,ai-parrot-server,ai-parrot-tools,ai-parrot-visualizations,parrot-formdesigner	True	False	False
